Idade,Felicidade,ViagemNegocios,TaxaDiaria,Area,DistanciaDaEmpresa,Educacao,AreaDeEducacao,ContagemFuncionario,NumeroCadastroFuncionario,SatisfacaoFuncionario,Genero,ValorHora,EnvolvimentoEmprego,NivelEmprego,FuncaoEmprego,SatisfacaoEmprego,EstadoConjugal,Salario,TaxaMensal,NumeroDeEmpresasTrabalhadas,AcimaDe18anos,HoraExtra,PercentAumentoSalario,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelAcoesEmpresa,TotalDeAnosTranalhados,TempoDeTreino,BalancoVidaTrabalho,AnosNaEmpresa,TempoNaAtualFuncao,AnosDesdeUltimaPromocao,AnosComOmesmoGerente
18,Sim,Sem Viagens,287,R&D,5,2,Ciencias Financeiras,1,1012,2,M,73,3,1,Senior DEV,4,Solteiro,1051,13493,1,Sim,Não,15,3,4,80,0,0,2,3,0,0,0,0
54,Sim,Raramente,1441,R&D,17,3,Engenharia,1,1013,3,F,56,3,3,Diretor de Area,3,Casado,10739,13943,8,Sim,Não,11,3,3,80,1,22,2,3,10,7,0,8
35,Sim,Raramente,583,R&D,25,4,Computacao,1,1014,3,F,57,3,3,Analista de Negocio,3,Divorciado,10388,6975,1,Sim,Sim,11,3,3,80,1,16,3,2,16,10,10,1
30,Sim,Raramente,153,R&D,8,2,Ciencias Financeiras,1,1015,2,F,73,4,3,Scrum Master,1,Casado,11416,17802,0,Sim,Sim,12,3,3,80,3,9,4,2,8,7,1,7
20,Não,Raramente,1097,R&D,11,3,Computacao,1,1016,4,F,98,2,1,Senior DEV,1,Solteiro,2600,18275,1,Sim,Sim,15,3,1,80,0,1,2,3,1,0,0,0
30,Não,Frequentemente,109,R&D,5,3,Computacao,1,1017,2,F,60,3,1,Pleno DEV,2,Solteiro,2422,25725,0,Sim,Não,17,3,1,80,0,4,3,3,3,2,1,2
26,Sim,Raramente,1066,R&D,2,2,Computacao,1,1018,4,M,32,4,2,Diretor de Area,4,Casado,5472,3334,1,Sim,Não,12,3,2,80,0,8,2,3,8,7,1,3
22,Sim,Raramente,217,R&D,8,1,Ciencias Financeiras,1,1019,2,M,94,1,1,Pleno DEV,1,Casado,2451,6881,1,Sim,Não,15,3,1,80,1,4,3,2,4,3,1,1
48,Sim,Raramente,277,R&D,6,3,Ciencias Financeiras,1,1022,1,M,97,2,2,Analista de Negocio,3,Solteiro,4240,13119,2,Sim,Não,13,3,4,80,0,19,0,3,2,2,2,2
48,Sim,Raramente,1355,R&D,4,4,Ciencias Financeiras,1,1024,3,M,78,2,3,Analista de Negocio,3,Solteiro,10999,22245,7,Sim,Não,14,3,2,80,0,27,3,3,15,11,4,8
41,Sim,Raramente,549,R&D,7,2,Computacao,1,1025,4,F,42,3,2,Diretor de Area,3,Solteiro,5003,23371,6,Sim,Não,14,3,2,80,0,8,6,3,2,2,2,1
39,Sim,Raramente,466,R&D,1,1,Ciencias Financeiras,1,1026,4,F,65,2,4,Diretor de Area,4,Casado,12742,7060,1,Sim,Não,16,3,3,80,1,21,3,3,21,6,11,8
27,Sim,Raramente,1055,R&D,2,4,Ciencias Financeiras,1,1027,1,F,47,3,2,Diretor de Area,4,Casado,4227,4658,0,Sim,Não,18,3,2,80,1,4,2,3,3,2,2,2
35,Sim,Raramente,802,R&D,10,3,Outros,1,1028,2,M,45,3,1,Pleno DEV,4,Divorciado,3917,9541,1,Sim,Não,20,4,1,80,1,3,4,2,3,2,1,2
42,Sim,Raramente,265,Vendas,5,2,Marketing,1,1029,4,M,90,3,5,Gerente,3,Casado,18303,7770,6,Sim,Não,13,3,2,80,0,21,3,4,1,0,0,0
50,Sim,Raramente,804,R&D,9,3,Ciencias Financeiras,1,1030,1,M,64,3,1,Pleno DEV,4,Casado,2380,20165,4,Sim,Não,18,3,2,80,0,8,5,3,1,0,0,0
59,Sim,Raramente,715,R&D,2,3,Ciencias Financeiras,1,1032,3,F,69,2,4,Diretor de Area,4,Solteiro,13726,21829,3,Sim,Sim,13,3,1,80,0,30,4,3,5,3,4,3
37,Não,Raramente,1141,R&D,11,2,Computacao,1,1033,1,F,61,1,2,Analista de Negocio,2,Casado,4777,14382,5,Sim,Não,15,3,1,80,0,15,2,1,1,0,0,0
55,Sim,Frequentemente,135,R&D,18,4,Computacao,1,1034,3,M,62,3,2,Analista de Negocio,2,Casado,6385,12992,3,Sim,Sim,14,3,4,80,2,17,3,3,8,7,6,7
41,Sim,Sem Viagens,247,R&D,7,1,Ciencias Financeiras,1,1035,2,F,55,1,5,Scrum Master,3,Divorciado,19973,20284,1,Sim,Não,22,4,2,80,2,21,3,3,21,16,5,10
38,Sim,Raramente,1035,Vendas,3,4,Ciencias Financeiras,1,1036,2,M,42,3,2,Executivo Vendas,4,Solteiro,6861,4981,8,Sim,Sim,12,3,3,80,0,19,1,3,1,0,0,0
26,Não,Sem Viagens,265,Vendas,29,2,Computacao,1,1037,2,M,79,1,2,Executivo Vendas,1,Solteiro,4969,21813,8,Sim,Não,18,3,4,80,0,7,6,3,2,2,2,2
52,Não,Raramente,266,Vendas,2,1,Marketing,1,1038,1,F,57,1,5,Gerente,4,Casado,19845,25846,1,Sim,Não,15,3,4,80,1,33,3,3,32,14,6,9
44,Sim,Raramente,1448,Vendas,28,3,Computacao,1,1039,4,F,53,4,4,Executivo Vendas,4,Casado,13320,11737,3,Sim,Sim,18,3,3,80,1,23,2,3,12,11,11,11
50,Sim,Sem Viagens,145,Vendas,1,3,Ciencias Financeiras,1,1040,4,F,95,3,2,Executivo Vendas,3,Casado,6347,24920,0,Sim,Não,12,3,1,80,1,19,3,3,18,7,0,13
36,Não,Raramente,885,R&D,16,4,Ciencias Financeiras,1,1042,3,F,43,4,1,Pleno DEV,1,Solteiro,2743,8269,1,Sim,Não,16,3,3,80,0,18,1,3,17,13,15,14
39,Sim,Frequentemente,945,R&D,22,3,Computacao,1,1043,4,F,82,3,3,Diretor de Area,1,Solteiro,10880,5083,1,Sim,Sim,13,3,3,80,0,21,2,3,21,6,2,8
33,Sim,Sem Viagens,1038,Vendas,8,1,Ciencias Financeiras,1,1044,2,F,88,2,1,Representante de Vendas,4,Solteiro,2342,21437,0,Sim,Não,19,3,4,80,0,3,2,2,2,2,2,2
45,Sim,Raramente,1234,Vendas,11,2,Ciencias Financeiras,1,1045,4,F,90,3,4,Gerente,4,Casado,17650,5404,3,Sim,Não,13,3,2,80,1,26,4,4,9,3,1,1
32,Sim,Sem Viagens,1109,R&D,29,4,Computacao,1,1046,4,F,69,3,1,Pleno DEV,3,Solteiro,4025,11135,9,Sim,Não,12,3,2,80,0,10,2,3,8,7,7,7
34,Sim,Raramente,216,Vendas,1,4,Marketing,1,1047,2,M,75,4,2,Executivo Vendas,4,Divorciado,9725,12278,0,Sim,Não,11,3,4,80,1,16,2,2,15,1,0,9
59,Sim,Raramente,1089,Vendas,1,2,Engenharia,1,1048,2,M,66,3,3,Gerente,4,Casado,11904,11038,3,Sim,Sim,14,3,3,80,1,14,1,1,6,4,0,4
45,Sim,Raramente,788,RH,24,4,Computacao,1,1049,2,M,36,3,1,Analista de RH,2,Solteiro,2177,8318,1,Sim,Não,16,3,1,80,0,6,3,3,6,3,0,4
53,Sim,Frequentemente,124,Vendas,2,3,Marketing,1,1050,3,F,38,2,3,Executivo Vendas,2,Casado,7525,23537,2,Sim,Não,12,3,1,80,1,30,2,3,15,7,6,12
36,Não,Raramente,660,R&D,15,3,Outros,1,1052,1,M,81,3,2,Pleno DEV,3,Divorciado,4834,7858,7,Sim,Não,14,3,2,80,1,9,3,2,1,0,0,0
26,Não,Frequentemente,342,R&D,2,3,Ciencias Financeiras,1,1053,1,M,57,3,1,Senior DEV,1,Casado,2042,15346,6,Sim,Sim,14,3,2,80,1,6,2,3,3,2,1,2
34,Sim,Raramente,1333,Vendas,10,4,Ciencias Financeiras,1,1055,3,F,87,3,1,Representante de Vendas,3,Casado,2220,18410,1,Sim,Sim,19,3,4,80,1,1,2,3,1,1,0,0
28,Sim,Raramente,1144,Vendas,10,1,Computacao,1,1056,4,M,74,3,1,Representante de Vendas,2,Casado,1052,23384,1,Sim,Não,22,4,2,80,0,1,5,3,1,0,0,0
38,Sim,Frequentemente,1186,R&D,3,4,Outros,1,1060,3,M,44,3,1,Senior DEV,3,Casado,2821,2997,3,Sim,Não,16,3,1,80,1,8,2,3,2,2,2,2
50,Sim,Raramente,1464,R&D,2,4,Computacao,1,1061,2,M,62,3,5,Scrum Master,3,Casado,19237,12853,2,Sim,Sim,11,3,4,80,1,29,2,2,8,1,7,7
37,Sim,Raramente,124,R&D,3,3,Outros,1,1062,4,F,35,3,2,Analista de Negocio,2,Solteiro,4107,13848,3,Sim,Não,15,3,1,80,0,8,3,2,4,3,0,1
40,Sim,Raramente,300,Vendas,26,3,Marketing,1,1066,3,M,74,3,2,Executivo Vendas,1,Casado,8396,22217,1,Sim,Não,14,3,2,80,1,8,3,2,7,7,7,5
26,Sim,Frequentemente,921,R&D,1,1,Computacao,1,1068,1,F,66,2,1,Senior DEV,3,Divorciado,2007,25265,1,Sim,Não,13,3,3,80,2,5,5,3,5,3,1,3
46,Sim,Raramente,430,R&D,1,4,Computacao,1,1069,4,M,40,3,5,Scrum Master,4,Divorciado,19627,21445,9,Sim,Não,17,3,4,80,2,23,0,3,2,2,2,2
54,Sim,Raramente,1082,Vendas,2,4,Ciencias Financeiras,1,1070,3,F,41,2,3,Executivo Vendas,3,Casado,10686,8392,6,Sim,Não,11,3,2,80,1,13,4,3,9,4,7,0
56,Sim,Frequentemente,1240,R&D,9,3,Computacao,1,1071,1,F,63,3,1,Senior DEV,3,Casado,2942,12154,2,Sim,Não,19,3,2,80,1,18,4,3,5,4,0,3
36,Sim,Raramente,796,R&D,12,5,Computacao,1,1073,4,F,51,2,3,Diretor de Area,4,Solteiro,8858,15669,0,Sim,Não,11,3,2,80,0,15,2,2,14,8,7,8
55,Sim,Sem Viagens,444,R&D,2,1,Computacao,1,1074,3,M,40,2,4,Gerente,1,Solteiro,16756,17323,7,Sim,Não,15,3,2,80,0,31,3,4,9,7,6,2
43,Sim,Raramente,415,Vendas,25,3,Computacao,1,1076,3,M,79,2,3,Executivo Vendas,4,Divorciado,10798,5268,5,Sim,Não,13,3,3,80,1,18,5,3,1,0,0,0
20,Não,Frequentemente,769,Vendas,9,3,Marketing,1,1077,4,F,54,3,1,Representante de Vendas,4,Solteiro,2323,17205,1,Sim,Sim,14,3,2,80,0,2,3,3,2,2,0,2
21,Não,Raramente,1334,R&D,10,3,Ciencias Financeiras,1,1079,3,F,36,2,1,Pleno DEV,1,Solteiro,1416,17258,1,Sim,Não,13,3,1,80,0,1,6,2,1,0,1,0
46,Sim,Raramente,1003,R&D,8,4,Ciencias Financeiras,1,1080,4,F,74,2,2,Senior DEV,1,Divorciado,4615,21029,8,Sim,Sim,23,4,1,80,3,19,2,3,16,13,1,7
51,Não,Raramente,1323,R&D,4,4,Ciencias Financeiras,1,1081,1,M,34,3,1,Senior DEV,3,Casado,2461,10332,9,Sim,Sim,12,3,3,80,3,18,2,4,10,0,2,7
28,Não,Sem Viagens,1366,R&D,24,2,Engenharia,1,1082,2,M,72,2,3,Analista de Negocio,1,Solteiro,8722,12355,1,Sim,Não,12,3,1,80,0,10,2,2,10,7,1,9
26,Sim,Raramente,192,R&D,1,2,Computacao,1,1083,1,M,59,2,1,Pleno DEV,1,Casado,3955,11141,1,Sim,Não,16,3,1,80,2,6,2,3,5,3,1,3
30,Sim,Raramente,1176,R&D,20,3,Outros,1,1084,3,M,85,3,2,Diretor de Area,1,Casado,9957,9096,0,Sim,Não,15,3,3,80,1,7,1,2,6,2,0,2
41,Sim,Raramente,509,R&D,7,2,Engenharia,1,1085,2,F,43,4,1,Senior DEV,3,Casado,3376,18863,1,Sim,Não,13,3,3,80,0,10,3,3,10,6,0,8
38,Sim,Raramente,330,R&D,17,1,Ciencias Financeiras,1,1088,3,F,65,2,3,Analista de Negocio,3,Casado,8823,24608,0,Sim,Não,18,3,1,80,1,20,4,2,19,9,1,9
40,Sim,Raramente,1492,R&D,20,4,Engenharia,1,1092,1,M,61,3,3,Analista de Negocio,4,Casado,10322,26542,4,Sim,Não,20,4,4,80,1,14,6,3,11,10,11,1
27,Sim,Sem Viagens,1277,R&D,8,5,Ciencias Financeiras,1,1094,1,M,87,1,1,Pleno DEV,3,Casado,4621,5869,1,Sim,Não,19,3,4,80,3,3,4,3,3,2,1,2
55,Sim,Frequentemente,1091,R&D,2,1,Ciencias Financeiras,1,1096,4,M,65,3,3,Diretor de Area,2,Casado,10976,15813,3,Sim,Não,18,3,2,80,1,23,4,3,3,2,1,2
28,Sim,Raramente,857,R&D,10,3,Outros,1,1097,3,F,59,3,2,Senior DEV,3,Solteiro,3660,7909,3,Sim,Não,13,3,4,80,0,10,4,4,8,7,1,7
44,Não,Raramente,1376,RH,1,2,Computacao,1,1098,2,M,91,2,3,Analista de RH,1,Casado,10482,2326,9,Sim,Não,14,3,4,80,1,24,1,3,20,6,3,6
33,Sim,Raramente,654,R&D,5,3,Ciencias Financeiras,1,1099,4,M,34,2,3,Analista de Negocio,4,Divorciado,7119,21214,4,Sim,Não,15,3,3,80,1,9,2,3,3,2,1,2
35,Não,Raramente,1204,Vendas,4,3,Engenharia,1,1100,4,M,86,3,3,Executivo Vendas,1,Solteiro,9582,10333,0,Sim,Sim,22,4,1,80,0,9,2,3,8,7,4,7
33,Não,Frequentemente,827,R&D,29,4,Computacao,1,1101,1,F,54,2,2,Senior DEV,3,Solteiro,4508,3129,1,Sim,Não,22,4,2,80,0,14,4,3,13,7,3,8
28,Sim,Raramente,895,R&D,15,2,Ciencias Financeiras,1,1102,1,M,50,3,1,Pleno DEV,3,Divorciado,2207,22482,1,Sim,Não,16,3,4,80,1,4,5,2,4,2,2,2
34,Sim,Frequentemente,618,R&D,3,1,Ciencias Financeiras,1,1103,1,M,45,3,2,Analista de Negocio,4,Solteiro,7756,22266,0,Sim,Não,17,3,3,80,0,7,1,2,6,2,0,4
37,Sim,Raramente,309,Vendas,10,4,Ciencias Financeiras,1,1105,4,F,88,2,2,Executivo Vendas,4,Divorciado,6694,24223,2,Sim,Sim,14,3,3,80,3,8,5,3,1,0,0,0
25,Não,Raramente,1219,R&D,4,1,Engenharia,1,1106,4,M,32,3,1,Pleno DEV,4,Casado,3691,4605,1,Sim,Sim,15,3,2,80,1,7,3,4,7,7,5,6
26,Não,Raramente,1330,R&D,21,3,Computacao,1,1107,1,M,37,3,1,Pleno DEV,3,Divorciado,2377,19373,1,Sim,Não,20,4,3,80,1,1,0,2,1,1,0,0
33,Não,Raramente,1017,R&D,25,3,Computacao,1,1108,1,M,55,2,1,Senior DEV,2,Solteiro,2313,2993,4,Sim,Sim,20,4,2,80,0,5,0,3,2,2,2,2
42,Sim,Raramente,469,R&D,2,2,Computacao,1,1109,4,M,35,3,4,Gerente,1,Casado,17665,14399,0,Sim,Não,17,3,4,80,1,23,3,3,22,6,13,7
28,Não,Frequentemente,1009,R&D,1,3,Computacao,1,1111,1,M,45,2,1,Pleno DEV,2,Divorciado,2596,7160,1,Sim,Não,15,3,1,80,2,1,2,3,1,0,0,0
50,Não,Frequentemente,959,Vendas,1,4,Outros,1,1113,4,M,81,3,2,Executivo Vendas,3,Solteiro,4728,17251,3,Sim,Sim,14,3,4,80,0,5,4,3,0,0,0,0
33,Sim,Frequentemente,970,Vendas,7,3,Ciencias Financeiras,1,1114,4,F,30,3,2,Executivo Vendas,2,Casado,4302,13401,0,Sim,Não,17,3,3,80,1,4,3,3,3,2,0,2
34,Sim,Sem Viagens,697,R&D,3,4,Ciencias Financeiras,1,1115,3,M,40,2,1,Senior DEV,4,Casado,2979,22478,3,Sim,Não,17,3,4,80,3,6,2,3,0,0,0,0
48,Sim,Sem Viagens,1262,R&D,1,4,Computacao,1,1116,1,M,35,4,4,Gerente,4,Solteiro,16885,16154,2,Sim,Não,22,4,3,80,0,27,3,2,5,4,2,1
45,Sim,Sem Viagens,1050,Vendas,9,4,Ciencias Financeiras,1,1117,2,F,65,2,2,Executivo Vendas,3,Casado,5593,17970,1,Sim,Não,13,3,4,80,1,15,2,3,15,10,4,12
52,Sim,Raramente,994,R&D,7,4,Ciencias Financeiras,1,1118,2,M,87,3,3,Analista de Negocio,2,Solteiro,10445,15322,7,Sim,Não,19,3,4,80,0,18,4,3,8,6,4,0
38,Sim,Raramente,770,Vendas,10,4,Marketing,1,1119,3,M,73,2,3,Executivo Vendas,3,Divorciado,8740,5569,0,Sim,Sim,14,3,2,80,2,9,2,3,8,7,2,7
29,Sim,Raramente,1107,R&D,28,4,Ciencias Financeiras,1,1120,3,F,93,3,1,Senior DEV,4,Divorciado,2514,26968,4,Sim,Não,22,4,1,80,1,11,1,3,7,5,1,7
28,Sim,Raramente,950,R&D,3,3,Computacao,1,1121,4,F,93,3,3,Diretor de Area,2,Divorciado,7655,8039,0,Sim,Não,17,3,2,80,3,10,3,2,9,7,1,7
46,Sim,Raramente,406,Vendas,3,1,Marketing,1,1124,1,M,52,3,4,Gerente,3,Casado,17465,15596,3,Sim,Não,12,3,4,80,1,23,3,3,12,9,4,9
38,Sim,Raramente,130,Vendas,2,2,Marketing,1,1125,4,M,32,3,3,Executivo Vendas,2,Solteiro,7351,20619,7,Sim,Não,16,3,3,80,0,10,2,3,1,0,0,0
43,Sim,Frequentemente,1082,R&D,27,3,Ciencias Financeiras,1,1126,3,F,83,3,3,Diretor de Area,1,Casado,10820,11535,8,Sim,Não,11,3,3,80,1,18,1,3,8,7,0,1
39,Não,Frequentemente,203,R&D,2,3,Ciencias Financeiras,1,1127,1,M,84,3,4,Analista de Negocio,4,Divorciado,12169,13547,7,Sim,Não,11,3,4,80,3,21,4,3,18,7,11,5
40,Sim,Raramente,1308,R&D,14,3,Computacao,1,1128,3,M,44,2,5,Scrum Master,3,Solteiro,19626,17544,1,Sim,Não,14,3,1,80,0,21,2,4,20,7,4,9
21,Sim,Raramente,984,R&D,1,1,Engenharia,1,1131,4,F,70,2,1,Senior DEV,2,Solteiro,2070,25326,1,Sim,Sim,11,3,3,80,0,2,6,4,2,2,2,2
39,Sim,Sem Viagens,439,R&D,9,3,Ciencias Financeiras,1,1132,3,M,70,3,2,Pleno DEV,2,Solteiro,6782,8770,9,Sim,Não,15,3,3,80,0,9,2,2,5,4,0,3
36,Sim,Sem Viagens,217,R&D,18,4,Ciencias Financeiras,1,1133,1,M,78,3,2,Diretor de Area,4,Solteiro,7779,23238,2,Sim,Não,20,4,1,80,0,18,0,3,11,9,0,9
31,Sim,Frequentemente,793,Vendas,20,3,Ciencias Financeiras,1,1135,3,M,67,4,1,Representante de Vendas,4,Casado,2791,21981,0,Sim,Não,12,3,1,80,1,3,4,3,2,2,2,2
28,Sim,Raramente,1451,R&D,2,1,Ciencias Financeiras,1,1136,1,M,67,2,1,Senior DEV,2,Casado,3201,19911,0,Sim,Não,17,3,1,80,0,6,2,1,5,3,0,4
35,Sim,Frequentemente,1182,Vendas,11,2,Marketing,1,1137,4,M,54,3,2,Executivo Vendas,4,Divorciado,4968,18500,1,Sim,Não,11,3,4,80,1,5,3,3,5,2,0,2
49,Sim,Raramente,174,Vendas,8,4,Engenharia,1,1138,4,M,56,2,4,Executivo Vendas,2,Casado,13120,11879,6,Sim,Não,17,3,2,80,1,22,3,3,9,8,2,3
34,Sim,Frequentemente,1003,R&D,2,2,Ciencias Financeiras,1,1140,4,M,95,3,2,Diretor de Area,3,Solteiro,4033,15834,2,Sim,Não,11,3,4,80,0,5,3,2,3,2,0,2
29,Sim,Frequentemente,490,R&D,10,3,Ciencias Financeiras,1,1143,4,F,61,3,1,Senior DEV,2,Divorciado,3291,17940,0,Sim,Não,14,3,4,80,2,8,2,2,7,5,1,1
42,Sim,Raramente,188,R&D,29,3,Computacao,1,1148,2,M,56,1,2,Pleno DEV,4,Solteiro,4272,9558,4,Sim,Não,19,3,1,80,0,16,3,3,1,0,0,0
29,Sim,Raramente,718,R&D,8,1,Computacao,1,1150,2,M,79,2,2,Diretor de Area,4,Casado,5056,17689,1,Sim,Sim,15,3,3,80,1,10,2,2,10,7,1,2
38,Sim,Raramente,433,RH,1,3,Ciencias Humanas,1,1152,3,M,37,4,1,Analista de RH,3,Casado,2844,6004,1,Sim,Não,13,3,4,80,1,7,2,4,7,6,5,0
28,Sim,Frequentemente,773,R&D,6,3,Ciencias Financeiras,1,1154,3,M,39,2,1,Senior DEV,3,Divorciado,2703,22088,1,Sim,Sim,14,3,4,80,1,3,2,3,3,1,0,2
18,Não,Sem Viagens,247,R&D,8,1,Computacao,1,1156,3,M,80,3,1,Pleno DEV,3,Solteiro,1904,13556,1,Sim,Não,12,3,4,80,0,0,0,3,0,0,0,0
33,Não,Raramente,603,Vendas,9,4,Marketing,1,1157,1,F,77,3,2,Executivo Vendas,1,Solteiro,8224,18385,0,Sim,Sim,17,3,1,80,0,6,3,3,5,2,0,3
41,Sim,Raramente,167,R&D,12,4,Ciencias Financeiras,1,1158,2,M,46,3,1,Pleno DEV,4,Casado,4766,9051,3,Sim,Sim,11,3,1,80,1,6,4,3,1,0,0,0
31,Não,Frequentemente,874,R&D,15,3,Computacao,1,1160,3,M,72,3,1,Pleno DEV,3,Casado,2610,6233,1,Sim,Não,12,3,3,80,1,2,5,2,2,2,2,2
37,Sim,Raramente,367,R&D,25,2,Computacao,1,1161,3,F,52,2,2,Analista de Negocio,4,Divorciado,5731,17171,7,Sim,Não,13,3,3,80,2,9,2,3,6,2,1,3
27,Sim,Raramente,199,R&D,6,3,Ciencias Financeiras,1,1162,4,M,55,2,1,Senior DEV,3,Casado,2539,7950,1,Sim,Não,13,3,3,80,1,4,0,3,4,2,2,2
34,Sim,Raramente,1400,Vendas,9,1,Ciencias Financeiras,1,1163,2,F,70,3,2,Executivo Vendas,3,Casado,5714,5829,1,Sim,Não,20,4,1,80,0,6,3,2,6,5,1,3
35,Sim,Raramente,528,RH,8,4,Engenharia,1,1164,3,M,100,3,1,Analista de RH,3,Solteiro,4323,7108,1,Sim,Não,17,3,2,80,0,6,2,1,5,4,1,4
29,Não,Raramente,408,Vendas,23,1,Ciencias Financeiras,1,1165,4,F,45,2,3,Executivo Vendas,1,Casado,7336,11162,1,Sim,Não,13,3,1,80,1,11,3,1,11,8,3,10
40,Sim,Frequentemente,593,R&D,9,4,Computacao,1,1166,2,F,88,3,3,Scrum Master,3,Solteiro,13499,13782,9,Sim,Não,17,3,3,80,0,20,3,2,18,7,2,13
42,Não,Frequentemente,481,Vendas,12,3,Ciencias Financeiras,1,1167,3,M,44,3,4,Executivo Vendas,1,Solteiro,13758,2447,0,Sim,Sim,12,3,2,80,0,22,2,2,21,9,13,14
42,Sim,Raramente,647,Vendas,4,4,Marketing,1,1171,2,M,45,3,2,Executivo Vendas,1,Solteiro,5155,2253,7,Sim,Não,13,3,4,80,0,9,3,4,6,4,1,5
35,Sim,Raramente,982,R&D,1,4,Computacao,1,1172,4,M,58,2,1,Pleno DEV,3,Casado,2258,16340,6,Sim,Não,12,3,2,80,1,10,2,3,8,0,1,7
24,Sim,Raramente,477,R&D,24,3,Computacao,1,1173,4,M,49,3,1,Pleno DEV,2,Solteiro,3597,6409,8,Sim,Não,22,4,4,80,0,6,2,3,4,3,1,2
28,Não,Raramente,1485,R&D,12,1,Ciencias Financeiras,1,1175,3,F,79,3,1,Pleno DEV,4,Casado,2515,22955,1,Sim,Sim,11,3,4,80,0,1,4,2,1,1,0,0
26,Sim,Raramente,1384,R&D,3,4,Computacao,1,1177,1,M,82,4,1,Pleno DEV,4,Casado,4420,13421,1,Sim,Não,22,4,2,80,1,8,2,3,8,7,0,7
30,Sim,Raramente,852,Vendas,10,3,Marketing,1,1179,3,M,72,2,2,Executivo Vendas,3,Casado,6578,2706,1,Sim,Não,18,3,1,80,1,10,3,3,10,3,1,4
40,Sim,Frequentemente,902,R&D,26,2,Computacao,1,1180,3,F,92,2,2,Senior DEV,4,Casado,4422,21203,3,Sim,Sim,13,3,4,80,1,16,3,1,1,1,0,0
35,Sim,Raramente,819,R&D,2,3,Ciencias Financeiras,1,1182,3,M,44,2,3,Diretor de Area,2,Divorciado,10274,19588,2,Sim,Não,18,3,2,80,1,15,2,4,7,7,6,4
34,Sim,Frequentemente,669,R&D,1,3,Computacao,1,1184,4,M,97,2,2,Analista de Negocio,1,Solteiro,5343,25755,0,Sim,Não,20,4,3,80,0,14,3,3,13,9,4,9
35,Sim,Frequentemente,636,R&D,4,4,Outros,1,1185,4,M,47,2,1,Pleno DEV,4,Casado,2376,26537,1,Sim,Não,13,3,2,80,1,2,2,4,2,2,2,2
43,Não,Raramente,1372,Vendas,9,3,Marketing,1,1188,1,F,85,1,2,Executivo Vendas,3,Solteiro,5346,9489,8,Sim,Não,13,3,2,80,0,7,2,2,4,3,1,3
32,Sim,Sem Viagens,862,Vendas,2,1,Ciencias Financeiras,1,1190,3,F,76,3,1,Representante de Vendas,1,Divorciado,2827,14947,1,Sim,Não,12,3,3,80,3,1,3,3,1,0,0,0
56,Sim,Raramente,718,R&D,4,4,Engenharia,1,1191,4,F,92,3,5,Gerente,1,Divorciado,19943,18575,4,Sim,Não,13,3,4,80,1,28,2,3,5,2,4,2
29,Sim,Raramente,1401,R&D,6,1,Computacao,1,1192,2,F,54,3,1,Pleno DEV,4,Casado,3131,26342,1,Sim,Não,13,3,1,80,1,10,5,3,10,8,0,8
19,Sim,Raramente,645,R&D,9,2,Ciencias Financeiras,1,1193,3,M,54,3,1,Senior DEV,1,Solteiro,2552,7172,1,Sim,Não,25,4,3,80,0,1,4,3,1,1,0,0
45,Sim,Raramente,1457,R&D,7,3,Computacao,1,1195,1,F,83,3,1,Senior DEV,3,Casado,4477,20100,4,Sim,Sim,19,3,3,80,1,7,2,2,3,2,0,2
37,Sim,Raramente,977,R&D,1,3,Ciencias Financeiras,1,1196,4,F,56,2,2,Diretor de Area,4,Casado,6474,9961,1,Sim,Não,13,3,2,80,1,14,2,2,14,8,3,11
20,Sim,Raramente,805,R&D,3,3,Ciencias Financeiras,1,1198,1,M,87,2,1,Pleno DEV,3,Solteiro,3033,12828,1,Sim,Não,12,3,1,80,0,2,2,2,2,2,1,2
44,Não,Raramente,1097,R&D,10,4,Ciencias Financeiras,1,1200,3,M,96,3,1,Senior DEV,3,Solteiro,2936,10826,1,Sim,Sim,11,3,3,80,0,6,4,3,6,4,0,2
53,Sim,Raramente,1223,R&D,7,2,Computacao,1,1201,4,F,50,3,5,Gerente,3,Divorciado,18606,18640,3,Sim,Não,18,3,2,80,1,26,6,3,7,7,4,7
29,Sim,Raramente,942,R&D,15,1,Ciencias Financeiras,1,1202,2,F,69,1,1,Senior DEV,4,Casado,2168,26933,0,Sim,Sim,18,3,1,80,1,6,2,2,5,4,1,3
22,Não,Frequentemente,1256,R&D,3,4,Ciencias Financeiras,1,1203,3,M,48,2,1,Senior DEV,4,Casado,2853,4223,0,Sim,Sim,11,3,2,80,1,1,5,3,0,0,0,0
46,Sim,Raramente,1402,Vendas,2,3,Marketing,1,1204,3,F,69,3,4,Gerente,1,Casado,17048,24097,8,Sim,Não,23,4,1,80,0,28,2,3,26,15,15,9
44,Sim,Sem Viagens,111,R&D,17,3,Ciencias Financeiras,1,1206,4,M,74,1,1,Senior DEV,3,Solteiro,2290,4279,2,Sim,Não,13,3,4,80,0,6,3,3,0,0,0,0
33,Sim,Raramente,147,RH,2,3,Ciencias Humanas,1,1207,2,M,99,3,1,Analista de RH,3,Casado,3600,8429,1,Sim,Não,13,3,4,80,1,5,2,3,5,4,1,4
